iter	Passed	Remaining
110	142147	1138458
111	143406	1137004
112	144758	1136290
113	146148	1135856
114	147470	1134880
115	148744	1133538
116	150016	1132177
117	151195	1130124
118	152307	1127587
119	153544	1125989
120	154939	1125551
121	156222	1124286
122	157462	1122723
123	158706	1121184
124	159883	1119183
125	161247	1118497
126	162593	1117672
127	164032	1117471
128	165358	1116488
129	166648	1115261
130	168102	1115123
131	169737	1116154
132	171143	1115652
133	172705	1116138
134	174825	1120178
135	176611	1122000
136	178601	1125058
137	180663	1128492
138	182394	1129796
139	184043	1130552
140	185739	1131563
141	187448	1132610
142	189011	1132745
143	190638	1133240
144	192093	1132687
145	193400	1131257
146	194616	1129304
147	195850	1127466
148	197146	1125983
149	198439	1124489
150	199573	1122103
151	200859	1120585
152	202181	1119264
153	203584	1118390
154	204883	1116945
155	206342	1116364
156	207677	1115107
157	208988	1113725
158	210249	1112076
159	211674	1111290
160	212939	1109664
161	214133	1107675
162	215305	1105588
163	216702	1104652
164	217988	1103156
165	219284	1101705
166	220393	1099328
167	221681	1097850
168	222825	1095667
169	224085	1094066
170	225432	1092888
171	226855	1092073
172	228247	1091101
173	229519	1089559
174	230667	1087433
175	231898	1085706
176	233156	1084111
177	234356	1082252
178	235653	1080846
179	236942	1079404
180	238280	1078186
181	239668	1077191
182	241379	1077634
183	242724	1076432
184	243976	1074816
185	245224	1073187
186	246459	1071506
187	247668	1069718
188	248907	1068064
189	250020	1065876
190	251146	1063754
191	252401	1062188
192	253585	1060327
193	254860	1058852
194	256216	1057713
195	257673	1056986
196	258883	1055247
197	260243	1054117
198	261956	1054409
199	263597	1054391
200	265054	1053624
201	266422	1052500
202	267685	1050963
203	269187	1050357
204	270607	1049430
205	272006	1048412
206	273575	1048043
207	274931	1046854
208	276192	1045303
209	277450	1043744
210	278852	1042722
211	280141	1041281
212	281477	1040011
213	282765	1038567
214	284121	1037373
215	285277	1035452
216	286578	1034060
217	287889	1032703
218	289154	1031186
219	290509	1029986
220	291649	1028030
221	293041	1026964
222	294432	1025891
223	295792	1024709
224	297062	1023214
225	298329	1021713
226	299667	1020454
227	300902	1018844
228	302298	1017783
229	303752	1016911
230	305127	1015770
231	306409	1014320
232	307627	1012663
233	309029	1011607
234	310178	1009730
235	311420	1008157
236	312766	1006924
237	314043	1005465
238	315318	1004004
239	316628	1002655
240	318025	1001583
241	319295	1000106
242	320695	999040
243	321808	997079
244	323269	996197
245	324544	994741
246	325953	993695
247	327182	992100
248	328351	990328
249	329670	989011
250	330957	987596
251	332209	986081
252	333674	985196
253	335101	984196
254	336419	982872
255	337653	981304
256	338875	979705
257	340161	978294
258	341307	976480
259	342625	975165
260	343866	973629
261	345062	971969
262	346299	970427
263	347587	969031
264	349027	968058
265	350483	967122
266	351990	966326
267	353273	964912
268	354687	963854
269	355884	962205
270	357260	961042
271	358482	959467
272	359828	958225
273	361061	956681
274	362348	955282
275	363622	953849
276	364824	952231
277	366218	951114
278	367714	950257
279	369164	949280
280	370385	947712
281	371724	946447
282	373023	945080
283	374222	943461
284	375482	941998
285	376652	940313
286	377919	938874
287	379153	937350
288	380365	935779
289	381564	934175
290	382757	932560
291	384009	931092
292	385117	929276
293	386250	927526
294	387582	926256
295	388991	925169
296	390449	924194
297	391971	923369
298	393269	922013
299	394592	920716
300	395824	919206
301	397453	918617
302	399017	917871
303	400732	917467
304	402411	916970
305	404090	916467
306	405578	915523
307	406910	914227
308	408191	912817
309	409496	911460
310	410816	910137
311	412124	908787
312	413326	907206
313	414608	905799
314	415889	904394
315	417034	902695
316	418303	901266
317	419568	899829
318	420897	898530
319	422319	897427
320	423735	896312
321	424881	894626
322	426193	893290
323	427513	891973
324	428744	890469
325	430052	889127
326	431489	888050
327	432808	886728
328	434065	885283
329	435308	883808
330	436607	882449
331	437936	881148
332	439161	879642
333	440313	877990
334	441692	876791
335	443160	875770
336	444660	874807
337	445964	873457
338	447388	872341
339	448858	871313
340	450315	870257
341	451685	869031
342	453203	868090
343	454695	867093
344	456122	865971
345	457423	864609
346	458797	863386
347	460089	862006
348	461411	860684
349	462557	859035
350	463795	857558
351	464951	855933
352	466188	854458
353	467425	852986
354	468521	851257
355	469768	849805
356	471136	848573
357	472691	847676
358	474069	846457
359	475271	844927
360	476581	843588
361	477919	842300
362	479159	840839
363	480381	839347
364	481686	838003
365	483037	836737
366	484362	835426
367	485558	833894
368	486814	832466
369	487984	830892
370	489232	829453
371	490483	828020
372	491772	826652
373	493115	825374
374	494594	824324
375	495834	822874
376	497086	821444
377	498298	819950
378	499506	818452
379	500825	817136
380	501968	815533
381	503234	814133
382	504405	812579
383	505541	810973
384	506817	809591
385	508094	808212
386	509298	806718
387	510569	805331
388	511803	803887
389	512972	802341
390	514173	800848
391	515483	799525
392	516598	797901
393	517861	796507
394	519207	795241
395	520393	793730
396	521777	792522
397	523419	791705
398	524796	790483
399	526366	789549
400	527641	788171
401	528940	786832
402	530101	785287
403	531677	784355
404	533301	783492
405	534875	782552
406	536622	781859
407	538148	780843
408	539763	779952
409	541331	778989
410	543024	778203
411	544786	777510
412	546861	777258
413	548448	776306
414	550047	775368
415	551250	773870
416	552434	772348
417	553851	771152
418	555149	769789
419	556407	768371
420	557822	767171
421	559212	765935
422	560762	764916
423	562345	763940
424	563724	762686
425	565033	761335
426	566370	760023
427	567662	758651
428	569008	757351
429	570304	755985
430	571438	754404
431	572758	753071
432	574019	751660
433	575318	750300
434	576616	748938
435	577886	747541
436	579151	746137
437	580464	744797
438	581733	743400
439	582966	741957
440	584237	740563
441	585513	739177
442	586733	737721
443	587923	736228
444	589081	734697
445	590347	733302
446	591636	731934
447	593011	730675
448	594289	729295
449	595514	727850
450	596691	726348
451	598131	725168
452	599588	724006
453	600818	722570
454	602081	721174
455	603252	719669
456	604562	718331
457	605768	716870
458	606997	715437
459	608286	714075
460	609504	712630
461	610746	711215
462	611992	709805
463	613342	708516
464	614625	707149
465	615919	705796
466	617127	704344
467	618384	702949
468	619683	701603
469	620993	700268
470	622342	698979
471	623657	697650
472	624944	696290
473	626266	694970
474	627482	693533
475	628784	692191
476	629937	690685
477	631206	689309
478	632706	688184
479	633994	686827
480	635207	685390
481	636440	683975
482	637716	682607
483	638909	681151
484	640226	679828
485	641482	678439
486	642761	677076
487	644013	675685
488	645238	674267
489	646391	672774
490	647652	671395
491	648935	670038
492	650233	668698
493	651492	667318
494	652794	665982
495	654131	664681
496	655414	663326
497	656617	661892
498	657900	660536
499	659052	659052
500	660316	657680
501	661626	656355
502	662929	655021
503	664229	653686
504	665397	652221
505	666573	650765
506	667783	649344
507	669126	648051
508	670452	646743
509	671845	645498
510	673141	644160
511	674291	642683
512	675460	641226
513	676819	639949
514	678083	638583
515	679370	637238
516	680572	635815
517	681797	634413
518	683154	633135
519	684402	631755
520	685642	630369
521	686970	629064
522	688186	627657
523	689426	626273
524	690673	624895
525	691878	623480
526	693109	622088
527	694378	620732
528	695657	619384
529	696948	618048
530	698266	616736
531	699597	615435
532	700929	614135
533	702216	612795
534	703535	611484
535	704816	610139
536	706163	608852
537	707412	607480
538	708711	606152
539	710037	604846
540	711382	603557
541	712699	602244
542	713932	600860
543	715264	599559
544	716589	598253
545	718306	597273
546	720491	596677
547	722428	595872
548	724094	594839
549	725659	593721
550	726822	592274
551	727987	590830
552	729250	589466
553	730606	588177
554	731842	586792
555	733082	585410
556	734472	584149
557	735657	582724
558	736996	581423
559	738247	580051
560	739467	578656
561	740631	577218
562	741856	575828
563	742967	574350
564	744287	573035
565	745464	571610
566	746623	570172
567	747935	568852
568	749298	567570
569	750461	566137
570	751662	564734
571	752941	563389
572	754150	561993
573	755420	560643
574	756607	559231
575	757900	557899
576	759106	556502
577	760299	555097
578	761659	553814
579	762974	552498
580	764260	551162
581	765547	549826
582	766910	548544
583	768078	547124
584	769398	545812
585	770765	544534
586	772108	543237
587	773404	541909
588	774538	540467
589	775956	539223
590	777612	538144
591	779220	537030
592	780606	535761
593	781784	534351
594	783085	533024
595	784254	531608
596	785550	530279
597	786827	528937
598	788023	527541
599	789297	526198
600	790480	524794
601	791735	523439
602	792948	522057
603	794111	520642
604	795433	519332
605	796769	518031
606	798129	516746
607	799430	515422
608	800550	513982
609	801793	512621
610	803369	511474
611	804751	510201
612	806049	508876
613	807473	507629
614	809003	506449
615	810707	505376
616	812077	504093
617	813378	502768
618	814665	501433
619	815926	500083
620	817210	498748
621	818434	497376
622	819609	495975
623	820736	494546
624	821980	493188
625	823281	491864
626	824801	490671
627	826266	489444
628	827541	488104
629	828811	486762
630	830198	485488
631	831492	484160
632	832809	482845
633	834041	481481
634	835433	480209
635	836816	478932
636	838146	477625
637	839393	476270
638	840716	474958
639	842100	473681
640	843565	472449
641	845118	471265
642	846627	470055
643	847980	468759
644	849443	467523
645	850905	466285
646	852407	465069
647	853906	463850
648	855614	462743
649	857300	461623
650	858772	460386
651	860077	459059
652	861325	457703
653	862747	456438
654	863979	455072
655	865302	453756
656	866597	452424
657	867959	451127
658	869168	449751
659	870355	448365
660	871555	446985
661	872772	445615
662	873981	444240
663	875233	442889
664	876543	441567
665	877899	440268
666	879194	438938
667	880534	437631
668	881902	436337
669	883363	435089
670	884702	433780
671	885977	432441
672	887203	431078
673	888491	429745
674	889768	428407
675	890920	427009
676	892117	425633
677	893321	424261
678	894568	422910
679	895865	421583
680	897091	420223
681	898463	418931
682	899785	417616
683	901036	416268
684	902293	414923
685	903538	413573
686	904732	412199
687	905897	410813
688	907182	409482
689	908471	408153
690	909800	406842
691	911117	405526
692	912495	404236
693	913657	402851
694	914948	401524
695	916287	400217
696	917564	398883
697	918851	397554
698	920010	396170
699	921337	394858
700	922655	393543
701	923933	392211
702	925249	390894
703	926550	389572
704	927769	388215
705	929091	386902
706	930484	385618
707	931850	384322
708	933052	382959
709	934341	381632
710	935783	380367
711	937055	379033
712	938348	377708
713	939603	376367
714	940842	375021
715	942120	373690
716	943445	372378
717	944680	371030
718	945956	369699
719	947247	368374
720	948565	367059
721	949868	365738
722	951183	364422
723	952502	363108
724	953740	361763
725	954946	360406
726	956300	359105
727	957595	357782
728	959154	356558
729	960388	355212
730	961658	353879
731	962791	352497
732	964049	351161
733	965314	349827
734	966459	348451
735	967722	347118
736	969081	345818
737	970338	344483
738	971517	343120
739	972827	341804
740	974102	340475
741	975280	339113
742	976542	337781
743	977744	336428
744	979082	335122
745	980302	333776
746	981598	332455
747	982788	331099
748	984121	329792
749	985292	328430
750	986588	327111
751	987776	325756
752	989070	324436
753	990424	323135
754	991634	321788
755	992822	320434
756	993933	319056
757	995146	317711
758	996448	316395
759	997811	315098
760	999147	313792
761	1000481	312486
762	1001732	311154
763	1003092	309855
764	1004410	308544
765	1005604	307194
766	1006952	305892
767	1008301	304590
768	1009706	303305
769	1010967	301977
770	1012115	300615
771	1013281	299259
772	1014589	297945
773	1015987	296657
774	1017331	295354
775	1018563	294018
776	1020005	292742
777	1021507	291484
778	1022810	290168
779	1024151	288863
780	1025505	287561
781	1027036	286309
782	1028478	285031
783	1029861	283737
784	1031069	282394
785	1032392	281083
786	1033571	279733
787	1035187	278502
788	1036533	277197
789	1037935	275906
790	1039434	274641
791	1040940	273378
792	1042689	272177
793	1045000	271121
794	1047602	270136
795	1049856	269058
796	1051781	267894
797	1053476	266669
798	1054768	265342
799	1056143	264035
800	1057523	262730
801	1059224	261504
802	1060464	260163
803	1061999	258895
804	1063406	257595
805	1064800	256292
806	1066111	254968
807	1067497	253662
808	1068942	252370
809	1070301	251058
810	1071724	249760
811	1073156	248464
812	1074570	247164
813	1075920	245849
814	1077461	244577
815	1078996	243303
816	1080269	241969
817	1081583	240645
818	1082886	239319
819	1084078	237968
820	1085318	236628
821	1086719	235323
822	1088039	234001
823	1089486	232705
824	1090707	231362
825	1092107	230056
826	1093259	228698
827	1094581	227376
828	1095772	226027
829	1097348	224758
830	1098715	223445
831	1099980	222111
832	1101342	220797
833	1102835	219509
834	1104314	218217
835	1105606	216889
836	1107085	215597
837	1108373	214267
838	1109632	212933
839	1110912	211602
840	1112025	210240
841	1113289	208906
842	1114613	207585
843	1115836	206244
844	1117023	204897
845	1118102	203531
846	1119322	202191
847	1120595	200861
848	1121835	199525
849	1123135	198200
850	1124396	196868
851	1125643	195534
852	1126878	194198
853	1128133	192865
854	1129361	191529
855	1130642	190201
856	1131911	188872
857	1133193	187544
858	1134425	186209
859	1135837	184903
860	1137157	183582
861	1138295	182232
862	1139609	180911
863	1140881	179583
864	1142132	178251
865	1143268	176902
866	1144630	175589
867	1145843	174252
868	1147058	172916
869	1148237	171575
870	1149369	170228
871	1150652	168903
872	1151874	167569
873	1153038	166227
874	1154259	164894
875	1155517	163566
876	1156738	162233
877	1158089	160918
878	1159380	159596
879	1160578	158260
880	1161707	156916
881	1162992	155593
882	1164336	154277
883	1165609	152953
884	1166883	151628
885	1168071	150293
886	1169384	148974
887	1170472	147627
888	1171852	146316
889	1173084	144988
890	1174296	143656
891	1175612	142338
892	1177013	141030
893	1178348	139714
894	1179610	138390
895	1180739	137050
896	1181982	135723
897	1183132	134386
898	1184385	133062
899	1185650	131738
900	1186932	130417
901	1188085	129082
902	1189366	127761
903	1190644	126440
904	1191829	125109
905	1193126	123790
906	1194645	122493
907	1195953	121175
908	1197239	119855
909	1198670	118549
910	1200122	117245
911	1201592	115943
912	1203303	114663
913	1204561	113339
914	1205844	112018
915	1207106	110695
916	1208444	109379
917	1209863	108070
918	1211174	106752
919	1212826	105463
920	1214422	104168
921	1215757	102851
922	1217386	101558
923	1219148	100276
924	1220691	98975
925	1222157	97667
926	1223613	96357
927	1225045	95046
928	1226287	93720
929	1227498	92392
930	1228738	91066
931	1229994	89742
932	1231232	88416
933	1232405	87086
934	1233677	85763
935	1234850	84434
936	1236137	83112
937	1237403	81789
938	1238647	80465
939	1239862	79140
940	1241209	77822
941	1242415	76496
942	1243773	75180
943	1244931	73851
944	1246045	72521
945	1247336	71201
946	1248787	69889
947	1250180	68575
948	1251401	67251
949	1252629	65927
950	1253886	64606
951	1255148	63284
952	1256271	61956
953	1257513	60634
954	1258833	59316
955	1260158	57998
956	1261327	56674
957	1262584	55353
958	1263946	54037
959	1265239	52718
960	1266441	51395
961	1267721	50076
962	1268979	48756
963	1270239	47436
964	1271509	46116
965	1272687	44794
966	1273912	43473
967	1275153	42153
968	1276438	40835
969	1277561	39512
970	1278722	38190
971	1280048	36873
972	1281202	35552
973	1282450	34233
974	1283531	32911
975	1284735	31591
976	1286088	30276
977	1287390	28959
978	1288865	27646
979	1290345	26333
980	1291706	25017
981	1293052	23701
982	1294365	22384
983	1295722	21068
984	1297371	19756
985	1298906	18442
986	1300446	17128
987	1301919	15812
988	1303440	14497
989	1305406	13185
990	1306923	11869
991	1308369	10551
992	1309608	9231
993	1310959	7913
994	1312192	6593
995	1313437	5274
996	1314589	3955
997	1315924	2637
998	1317113	1318
999	1318398	0
