iter	AUC	Logloss
882	0.8076997017	0.2283943205
883	0.8077238766	0.2283819868
884	0.807736591	0.2283754985
885	0.8077664835	0.2283621823
886	0.8077816082	0.2283555417
887	0.8078208885	0.228337495
888	0.8078344406	0.2283313827
889	0.8078924206	0.228310074
890	0.807921477	0.2282969476
891	0.807953803	0.2282821277
892	0.8079741622	0.2282725391
893	0.8079986572	0.228261472
894	0.8080233263	0.2282465937
895	0.8080500026	0.228232581
896	0.8080819911	0.2282196135
897	0.8081166489	0.2282031485
898	0.8081441168	0.2281867
899	0.8081779179	0.2281697289
900	0.8082149115	0.2281531637
901	0.8082504204	0.228134418
902	0.8082690624	0.2281240314
903	0.8082755401	0.2281190727
904	0.8083008299	0.2281089534
905	0.808348562	0.2280904391
906	0.808380158	0.2280776872
907	0.8084205811	0.2280602678
908	0.8084521761	0.2280461792
909	0.8084708323	0.2280370357
910	0.8084968387	0.2280222909
911	0.808514071	0.2280115466
912	0.8085212131	0.2280046024
913	0.8085352869	0.2279967465
914	0.8085716555	0.2279806218
915	0.8085949304	0.2279709983
916	0.8086295515	0.2279555249
917	0.8086611873	0.2279417394
918	0.8086798733	0.2279340429
919	0.8087051113	0.2279211207
920	0.8087334872	0.2279083484
921	0.8087577499	0.2278969204
922	0.8087862864	0.2278841298
923	0.8088079181	0.2278756079
924	0.8088302499	0.2278665918
925	0.808887447	0.227844352
926	0.8089145329	0.227831354
927	0.8089433145	0.2278221267
928	0.8089746561	0.2278067179
929	0.8090174823	0.2277899379
930	0.8090443561	0.2277765858
931	0.8090759349	0.2277636457
932	0.8091041865	0.2277523643
933	0.8091314953	0.2277417406
934	0.8091629533	0.2277275365
935	0.8091997945	0.2277125951
936	0.8092401411	0.2276959546
937	0.8092630272	0.227685557
938	0.8092921267	0.2276730988
939	0.8093255479	0.2276576537
940	0.8093606659	0.2276416842
941	0.8093820861	0.2276321154
942	0.8094086932	0.2276197479
943	0.8094552971	0.2276001755
944	0.8094969512	0.227579516
945	0.8095282031	0.2275640844
946	0.8095462401	0.2275562249
947	0.8095700506	0.2275480915
948	0.8095890033	0.2275398233
949	0.8096262091	0.2275252962
950	0.8096354386	0.2275209417
951	0.8096582564	0.2275088807
952	0.8097146125	0.2274858053
953	0.8097599118	0.2274687649
954	0.8097892996	0.2274540007
955	0.8098076828	0.2274455751
956	0.8098508603	0.227426359
957	0.8098900707	0.227410256
958	0.8099200255	0.227396615
959	0.8099457557	0.2273837519
960	0.8099786954	0.2273677212
961	0.8100132501	0.2273549976
962	0.8100482634	0.2273391849
963	0.810082569	0.2273253606
964	0.8101101057	0.227312033
965	0.8101338228	0.2273012849
966	0.81015779	0.2272887807
967	0.8101880056	0.2272739762
968	0.8102199756	0.2272593518
969	0.8102508735	0.227244298
970	0.8102928451	0.2272296649
971	0.8103120804	0.2272215457
972	0.8103402606	0.2272076773
973	0.8103892933	0.2271841067
974	0.8104282765	0.2271637817
975	0.8104675312	0.2271472436
976	0.8105009421	0.2271338641
977	0.8105184368	0.2271262405
978	0.8105392941	0.2271171519
979	0.8105790952	0.2271031534
980	0.8106007	0.2270919428
981	0.8106261362	0.2270811655
982	0.8106459353	0.2270682986
983	0.8106692474	0.2270570742
984	0.8106870277	0.2270498451
985	0.8107155239	0.227037875
986	0.8107398955	0.2270256339
987	0.8107607386	0.2270157746
988	0.8107908585	0.2269994061
989	0.8108140324	0.2269875047
990	0.8108408643	0.2269765447
991	0.8108677885	0.22696184
992	0.8108872226	0.2269521981
993	0.8108958193	0.2269478827
994	0.8109261028	0.2269352129
995	0.8109455805	0.2269246102
996	0.8109693408	0.2269133006
997	0.8109969264	0.2269002188
998	0.8110246179	0.2268864167
999	0.8110448948	0.2268779877
